"","TeamFan","Response","Race","Political"
"4742","Oakland Raiders","RepublicanWhite","White","Republican"
"4743","Oakland Raiders","RepublicanWhite","White","Republican"
"4744","Oakland Raiders","RepublicanWhite","White","Republican"
"4745","Oakland Raiders","RepublicanWhite","White","Republican"
"4746","Oakland Raiders","RepublicanWhite","White","Republican"
"4747","Oakland Raiders","RepublicanWhite","White","Republican"
"4748","Oakland Raiders","RepublicanWhite","White","Republican"
"4749","Oakland Raiders","RepublicanWhite","White","Republican"
"4750","Oakland Raiders","RepublicanWhite","White","Republican"
"4751","Oakland Raiders","RepublicanWhite","White","Republican"
"4752","Philadelphia Eagles","DemocratAsian","Asian","Democrat"
"4753","Philadelphia Eagles","DemocratAsian","Asian","Democrat"
"4754","Philadelphia Eagles","DemocratAsian","Asian","Democrat"
"4755","Philadelphia Eagles","DemocratAsian","Asian","Democrat"
"4756","Philadelphia Eagles","DemocratAsian","Asian","Democrat"
"4757","Philadelphia Eagles","DemocratAsian","Asian","Democrat"
"4758","Philadelphia Eagles","DemocratAsian","Asian","Democrat"
"4759","Philadelphia Eagles","DemocratBlack","Black","Democrat"
"4760","Philadelphia Eagles","DemocratBlack","Black","Democrat"
"4761","Philadelphia Eagles","DemocratBlack","Black","Democrat"
"4762","Philadelphia Eagles","DemocratBlack","Black","Democrat"
"4763","Philadelphia Eagles","DemocratBlack","Black","Democrat"
"4764","Philadelphia Eagles","DemocratBlack","Black","Democrat"
"4765","Philadelphia Eagles","DemocratBlack","Black","Democrat"
"4766","Philadelphia Eagles","DemocratBlack","Black","Democrat"
"4767","Philadelphia Eagles","DemocratBlack","Black","Democrat"
"4768","Philadelphia Eagles","DemocratBlack","Black","Democrat"
"4769","Philadelphia Eagles","DemocratBlack","Black","Democrat"
"4770","Philadelphia Eagles","DemocratBlack","Black","Democrat"
"4771","Philadelphia Eagles","DemocratBlack","Black","Democrat"
"4772","Philadelphia Eagles","DemocratHispanic","Hispanic","Democrat"
"4773","Philadelphia Eagles","DemocratHispanic","Hispanic","Democrat"
"4774","Philadelphia Eagles","DemocratHispanic","Hispanic","Democrat"
"4775","Philadelphia Eagles","DemocratHispanic","Hispanic","Democrat"
"4776","Philadelphia Eagles","DemocratHispanic","Hispanic","Democrat"
"4777","Philadelphia Eagles","DemocratHispanic","Hispanic","Democrat"
"4778","Philadelphia Eagles","DemocratOther","Other","Democrat"
"4779","Philadelphia Eagles","DemocratOther","Other","Democrat"
"4780","Philadelphia Eagles","DemocratOther","Other","Democrat"
"4781","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4782","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4783","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4784","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4785","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4786","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4787","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4788","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4789","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4790","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4791","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4792","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4793","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4794","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4795","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4796","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4797","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4798","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4799","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4800","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4801","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4802","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4803","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4804","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4805","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4806","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4807","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4808","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4809","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4810","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4811","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4812","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4813","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4814","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4815","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4816","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4817","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4818","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4819","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4820","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4821","Philadelphia Eagles","DemocratWhite","White","Democrat"
"4822","Philadelphia Eagles","IndependentAsian","Asian","Independent"
"4823","Philadelphia Eagles","IndependentAsian","Asian","Independent"
"4824","Philadelphia Eagles","IndependentAsian","Asian","Independent"
"4825","Philadelphia Eagles","IndependentAsian","Asian","Independent"
"4826","Philadelphia Eagles","IndependentAsian","Asian","Independent"
"4827","Philadelphia Eagles","IndependentBlack","Black","Independent"
"4828","Philadelphia Eagles","IndependentBlack","Black","Independent"
"4829","Philadelphia Eagles","IndependentBlack","Black","Independent"
"4830","Philadelphia Eagles","IndependentBlack","Black","Independent"
"4831","Philadelphia Eagles","IndependentHispanic","Hispanic","Independent"
"4832","Philadelphia Eagles","IndependentHispanic","Hispanic","Independent"
"4833","Philadelphia Eagles","IndependentHispanic","Hispanic","Independent"
"4834","Philadelphia Eagles","IndependentHispanic","Hispanic","Independent"
"4835","Philadelphia Eagles","IndependentHispanic","Hispanic","Independent"
"4836","Philadelphia Eagles","IndependentHispanic","Hispanic","Independent"
"4837","Philadelphia Eagles","IndependentHispanic","Hispanic","Independent"
"4838","Philadelphia Eagles","IndependentHispanic","Hispanic","Independent"
"4839","Philadelphia Eagles","IndependentOther","Other","Independent"
"4840","Philadelphia Eagles","IndependentOther","Other","Independent"
"4841","Philadelphia Eagles","IndependentOther","Other","Independent"
"4842","Philadelphia Eagles","IndependentOther","Other","Independent"
"4843","Philadelphia Eagles","IndependentOther","Other","Independent"
"4844","Philadelphia Eagles","IndependentOther","Other","Independent"
"4845","Philadelphia Eagles","IndependentOther","Other","Independent"
"4846","Philadelphia Eagles","IndependentOther","Other","Independent"
"4847","Philadelphia Eagles","IndependentOther","Other","Independent"
"4848","Philadelphia Eagles","IndependentOther","Other","Independent"
"4849","Philadelphia Eagles","IndependentWhite","White","Independent"
"4850","Philadelphia Eagles","IndependentWhite","White","Independent"
"4851","Philadelphia Eagles","IndependentWhite","White","Independent"
"4852","Philadelphia Eagles","IndependentWhite","White","Independent"
"4853","Philadelphia Eagles","IndependentWhite","White","Independent"
"4854","Philadelphia Eagles","IndependentWhite","White","Independent"
"4855","Philadelphia Eagles","IndependentWhite","White","Independent"
"4856","Philadelphia Eagles","IndependentWhite","White","Independent"
"4857","Philadelphia Eagles","IndependentWhite","White","Independent"
"4858","Philadelphia Eagles","IndependentWhite","White","Independent"
"4859","Philadelphia Eagles","IndependentWhite","White","Independent"
"4860","Philadelphia Eagles","IndependentWhite","White","Independent"
"4861","Philadelphia Eagles","IndependentWhite","White","Independent"
"4862","Philadelphia Eagles","IndependentWhite","White","Independent"
"4863","Philadelphia Eagles","IndependentWhite","White","Independent"
"4864","Philadelphia Eagles","IndependentWhite","White","Independent"
"4865","Philadelphia Eagles","IndependentWhite","White","Independent"
"4866","Philadelphia Eagles","IndependentWhite","White","Independent"
"4867","Philadelphia Eagles","IndependentWhite","White","Independent"
"4868","Philadelphia Eagles","IndependentWhite","White","Independent"
"4869","Philadelphia Eagles","IndependentWhite","White","Independent"
"4870","Philadelphia Eagles","IndependentWhite","White","Independent"
"4871","Philadelphia Eagles","IndependentWhite","White","Independent"
"4872","Philadelphia Eagles","IndependentWhite","White","Independent"
"4873","Philadelphia Eagles","IndependentWhite","White","Independent"
"4874","Philadelphia Eagles","IndependentWhite","White","Independent"
"4875","Philadelphia Eagles","IndependentWhite","White","Independent"
"4876","Philadelphia Eagles","IndependentWhite","White","Independent"
"4877","Philadelphia Eagles","IndependentWhite","White","Independent"
"4878","Philadelphia Eagles","IndependentWhite","White","Independent"
"4879","Philadelphia Eagles","IndependentWhite","White","Independent"
"4880","Philadelphia Eagles","IndependentWhite","White","Independent"
"4881","Philadelphia Eagles","IndependentWhite","White","Independent"
"4882","Philadelphia Eagles","IndependentWhite","White","Independent"
"4883","Philadelphia Eagles","IndependentWhite","White","Independent"
"4884","Philadelphia Eagles","IndependentWhite","White","Independent"
"4885","Philadelphia Eagles","IndependentWhite","White","Independent"
"4886","Philadelphia Eagles","IndependentWhite","White","Independent"
"4887","Philadelphia Eagles","IndependentWhite","White","Independent"
"4888","Philadelphia Eagles","IndependentWhite","White","Independent"
"4889","Philadelphia Eagles","IndependentWhite","White","Independent"
"4890","Philadelphia Eagles","IndependentWhite","White","Independent"
"4891","Philadelphia Eagles","IndependentWhite","White","Independent"
"4892","Philadelphia Eagles","IndependentWhite","White","Independent"
"4893","Philadelphia Eagles","IndependentWhite","White","Independent"
"4894","Philadelphia Eagles","IndependentWhite","White","Independent"
"4895","Philadelphia Eagles","RepublicanAsian","Asian","Republican"
"4896","Philadelphia Eagles","RepublicanAsian","Asian","Republican"
"4897","Philadelphia Eagles","RepublicanBlack","Black","Republican"
"4898","Philadelphia Eagles","RepublicanBlack","Black","Republican"
"4899","Philadelphia Eagles","RepublicanOther","Other","Republican"
"4900","Philadelphia Eagles","RepublicanOther","Other","Republican"
"4901","Philadelphia Eagles","RepublicanOther","Other","Republican"
"4902","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4903","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4904","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4905","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4906","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4907","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4908","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4909","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4910","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4911","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4912","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4913","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4914","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4915","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4916","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4917","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4918","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4919","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4920","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4921","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4922","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4923","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4924","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4925","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4926","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4927","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4928","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4929","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4930","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4931","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4932","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4933","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4934","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4935","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4936","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4937","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4938","Philadelphia Eagles","RepublicanWhite","White","Republican"
"4939","Pittsburgh Steelers","DemocratAsian","Asian","Democrat"
"4940","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4941","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4942","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4943","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4944","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4945","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4946","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4947","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4948","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4949","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4950","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4951","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4952","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4953","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4954","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4955","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4956","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4957","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4958","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4959","Pittsburgh Steelers","DemocratBlack","Black","Democrat"
"4960","Pittsburgh Steelers","DemocratHispanic","Hispanic","Democrat"
"4961","Pittsburgh Steelers","DemocratHispanic","Hispanic","Democrat"
"4962","Pittsburgh Steelers","DemocratHispanic","Hispanic","Democrat"
"4963","Pittsburgh Steelers","DemocratHispanic","Hispanic","Democrat"
"4964","Pittsburgh Steelers","DemocratHispanic","Hispanic","Democrat"
"4965","Pittsburgh Steelers","DemocratHispanic","Hispanic","Democrat"
"4966","Pittsburgh Steelers","DemocratHispanic","Hispanic","Democrat"
"4967","Pittsburgh Steelers","DemocratHispanic","Hispanic","Democrat"
"4968","Pittsburgh Steelers","DemocratOther","Other","Democrat"
"4969","Pittsburgh Steelers","DemocratOther","Other","Democrat"
"4970","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4971","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4972","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4973","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4974","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4975","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4976","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4977","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4978","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4979","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4980","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4981","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4982","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4983","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4984","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4985","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4986","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4987","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4988","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4989","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4990","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4991","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4992","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4993","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4994","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4995","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4996","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4997","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4998","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"4999","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5000","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5001","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5002","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5003","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5004","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5005","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5006","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5007","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5008","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5009","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5010","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5011","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5012","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5013","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5014","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5015","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5016","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5017","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5018","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5019","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5020","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5021","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5022","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5023","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5024","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5025","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5026","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5027","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5028","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5029","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5030","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5031","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5032","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5033","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5034","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5035","Pittsburgh Steelers","DemocratWhite","White","Democrat"
"5036","Pittsburgh Steelers","IndependentAsian","Asian","Independent"
"5037","Pittsburgh Steelers","IndependentAsian","Asian","Independent"
"5038","Pittsburgh Steelers","IndependentAsian","Asian","Independent"
"5039","Pittsburgh Steelers","IndependentAsian","Asian","Independent"
"5040","Pittsburgh Steelers","IndependentBlack","Black","Independent"
"5041","Pittsburgh Steelers","IndependentBlack","Black","Independent"
"5042","Pittsburgh Steelers","IndependentBlack","Black","Independent"
"5043","Pittsburgh Steelers","IndependentBlack","Black","Independent"
"5044","Pittsburgh Steelers","IndependentBlack","Black","Independent"
"5045","Pittsburgh Steelers","IndependentBlack","Black","Independent"
"5046","Pittsburgh Steelers","IndependentBlack","Black","Independent"
"5047","Pittsburgh Steelers","IndependentBlack","Black","Independent"
"5048","Pittsburgh Steelers","IndependentBlack","Black","Independent"
"5049","Pittsburgh Steelers","IndependentBlack","Black","Independent"
"5050","Pittsburgh Steelers","IndependentBlack","Black","Independent"
"5051","Pittsburgh Steelers","IndependentBlack","Black","Independent"
"5052","Pittsburgh Steelers","IndependentHispanic","Hispanic","Independent"
"5053","Pittsburgh Steelers","IndependentHispanic","Hispanic","Independent"
"5054","Pittsburgh Steelers","IndependentHispanic","Hispanic","Independent"
"5055","Pittsburgh Steelers","IndependentHispanic","Hispanic","Independent"
"5056","Pittsburgh Steelers","IndependentHispanic","Hispanic","Independent"
"5057","Pittsburgh Steelers","IndependentHispanic","Hispanic","Independent"
"5058","Pittsburgh Steelers","IndependentHispanic","Hispanic","Independent"
"5059","Pittsburgh Steelers","IndependentHispanic","Hispanic","Independent"
"5060","Pittsburgh Steelers","IndependentHispanic","Hispanic","Independent"
"5061","Pittsburgh Steelers","IndependentHispanic","Hispanic","Independent"
"5062","Pittsburgh Steelers","IndependentHispanic","Hispanic","Independent"
"5063","Pittsburgh Steelers","IndependentOther","Other","Independent"
"5064","Pittsburgh Steelers","IndependentOther","Other","Independent"
"5065","Pittsburgh Steelers","IndependentOther","Other","Independent"
"5066","Pittsburgh Steelers","IndependentOther","Other","Independent"
"5067","Pittsburgh Steelers","IndependentOther","Other","Independent"
"5068","Pittsburgh Steelers","IndependentOther","Other","Independent"
"5069","Pittsburgh Steelers","IndependentOther","Other","Independent"
"5070","Pittsburgh Steelers","IndependentOther","Other","Independent"
"5071","Pittsburgh Steelers","IndependentOther","Other","Independent"
"5072","Pittsburgh Steelers","IndependentOther","Other","Independent"
"5073","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5074","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5075","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5076","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5077","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5078","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5079","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5080","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5081","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5082","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5083","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5084","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5085","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5086","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5087","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5088","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5089","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5090","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5091","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5092","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5093","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5094","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5095","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5096","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5097","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5098","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5099","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5100","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5101","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5102","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5103","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5104","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5105","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5106","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5107","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5108","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5109","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5110","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5111","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5112","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5113","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5114","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5115","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5116","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5117","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5118","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5119","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5120","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5121","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5122","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5123","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5124","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5125","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5126","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5127","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5128","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5129","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5130","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5131","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5132","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5133","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5134","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5135","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5136","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5137","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5138","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5139","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5140","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5141","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5142","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5143","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5144","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5145","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5146","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5147","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5148","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5149","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5150","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5151","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5152","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5153","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5154","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5155","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5156","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5157","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5158","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5159","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5160","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5161","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5162","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5163","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5164","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5165","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5166","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5167","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5168","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5169","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5170","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5171","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5172","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5173","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5174","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5175","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5176","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5177","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5178","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5179","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5180","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5181","Pittsburgh Steelers","IndependentWhite","White","Independent"
"5182","Pittsburgh Steelers","RepublicanAsian","Asian","Republican"
"5183","Pittsburgh Steelers","RepublicanBlack","Black","Republican"
